Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL
El Broc del Setrill,91,1.000,398858.0,4606974.0,"Per sobre la Màquina de Tren i entre aquesta i el Setrill es troba una agulla que, per seva llarga punxa, s’anomena Broc del Setrill.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
El Cap de Guerrer,60,974,398770.0,4606901.0,Pujant des de la Roca de la Partió cap al nord es troba aquesta roca.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
El Gallaret,67,990,398967.0,4607330.0,És un petita agulla integrada en la petita carena de la Roca Forada i propera a l’Escorpí.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
El Merlet de la Torta o agulla Encantada,76,1.035,398955.0,4607183.0,Aquest roca es troba per sota el corriol que va del Portell Estret a l'Ou de Colom. Està just sota la Torta i molt a prop del coll d'Agulles. Es distingeix pel mugró gran que té en el cim.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
El Periquito,s/n,999,398858.0,4607087.0,Contrafort de l'Ou. S'hi arriba pujant una canal entre la Màquina de Tren i la Bitlla. El nom fou donat pels germans Masó.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
El Setrill,85,1.016,398859.0,4607002.0,"Al costat mateix el Broc del Setrill hi ha una gran roca arrodonida que, integrada, amb l’anterior agulla adopta la forma d’un setrill. La petita bretxa que hi ha entre el Broc del Setrill i el Setrill és una de les escalades lliures de Montserrat amb més",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Bitlla,58,1.016,398779.0,4607001.0,"Seguint més cap el nord, sempre en direcció a la Roca de la Partió, es troba un monòlit conegut com la Bitlla. Durant temps fou un monòlit difícil d’escalar.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Bola de la Partió,57,1.038,398783.0,4607033.0,"Es considerada per alguns com l'agulla més majestuosa de Montserrat. La seva toponímia descriu perfectament aquesta agulla, ja que és un monòlit coronat per una considerable bola. El nom de la partió prové de temps antic, ja que es considerava fita per fi",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Boteruda del Gra,53,1.086,398808.0,4607197.0,"És una important agulla, la més alta de la carena que lliga amb el Cap del Guerrer. La seva cara nord forma part de la paret nord del massís. El topònim d’aquest agulla prové del fet que té un prominent sortint rocós que recorda a un gra. No confondre aqu",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Cadireta o Roca del Centellar,70,899,398890.0,4607482.0,La formació de la Cadireta antigament se la coneixia amb el nom de la Roca del Centellar. Té una forma totalment identificable i característica.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Màquina de Tren,90,956,398844.0,4606904.0,"Seguint pel torrent de la Partió s’arriba al camí que uneix la Portella amb coll de Port. En aquesta cruïlla, entre aquesta canal i la canal Ampla es troba la Màquina de Tren. El seu nom inicial era l’agulla del Refugi per la seva proximitat al refugi Vic",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Panxeta,52,1.068,398782.0,4607179.0,És una roca situada al costat de la Boteruda del Gra.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Petitona,75,1.051,398788.0,4607216.0,Es una petita roca situada al peu de la Boteruda del Gra. La cara nord d’aquesta agulla està integrada en la paret nord del massís.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Reina,56,1.033,398794.0,4607093.0,Agulla que limita al sud amb la Bola de la Partió i pel nord amb la Corona de la Reina.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Torta o la Mà,65,1.098,398928.0,4607243.0,"És la roca més altívola del grup que hi ha a l'esquerra del Portell Estret i és també la més enlairada de tota la regió d'Agulles i, per tant, és un excel·lent mirador. Antigament era coneguda com la Mà, però avui tothom l'anomena la Torta, a causa de la",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Tri-Roca,62-63-64,1.084,398897.0,4607221.0,Aquesta formació són en tres roques o agulles enganxades.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
L'Enclusa d’Agulles,71,780,398913.0,4607663.0,Es tracta d’una gran roca situada entre la carena de la Foradada i el serrat d’en Pujadé. El seu topònim prové de la seva forma característica.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Les Dues Puntes - Nord,54,1.071,398841.0,4607226.0,"Al costat est de la Boteruda del Gra hi ha una roca amb dues puntes, la nord i la sud, separades per un petit collet. La punt nord està incorporada a la vessant nord del massís.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Les Dues Puntes - Sud,54,1.072,398834.0,4607206.0,Petita agulla situada entre la part nord de la Reina i la cara sud de la Boteruda del Gra. El nom d’aquesta agulla prové pel fet de que la primera cordada que l’ascendí trobà forces exemplars de la planta anomenada Corona de la Reina (Saxifraga catalaunic,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
L'Escorpí,66,1.072,398964.0,4607278.0,Aquesta agulla es troba en el límit més nord de la regió d’Agulles i des d’ella surt la carena que forma la Roca Foradada i acaba  fins el serrat d’en Pujadé. Al peu de l’Escorpí es troba el coll d’Agulles o el Portell Estret.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
L'Ou de Colom,93,1.047,398883.0,4607110.0,Més al nord del Setrill es troba l’Ou de Colom. Aquest agulla està també en front de la Bola de la Partió i separada d’aquesta per una canal. És una agulla esvelta que acaba amb un massa rocosa en forma de bola allargada.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca 77,77,971,398739.0,4607000.0,Aquesta agulla es troba en el límit d’aquesta secció i l’anterior a prop del coll que hi ha entre la Bola i la Bitlla. Des de la vessant és una agulla esvelta que recorda a un dit. Des de la cara nord hi un turó que la fa molt accessible.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca 86,86,1.047,398835.0,4607156.0,Aquesta agulla està situada sota el coll que formen la Boteruda del Gra i les Dues Puntes. Es troba al capdamunt del torrent de la Partió.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca 87 (Miranda de les Bessones),87,1.001,398748.0,4607126.0,"La Miranda de les Bessones és la cota 87 descrita per Josep Barberà. Es troba per damunt de la canal de les Bessones i veïna a la Corona de la Reina, la Panxeta i la Boteruda del Gra. De fet, és un petit turó des del qual es dominen les agulles del seu en",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca 92,92,1.045,398755.0,4607206.0,"És la darrera roca dels contraforts de la canal de les Bessones. Forma una bretxa amb la Miranda dels Ossos des d’on s’inicia el torrent i la canal de les Bessones. La cara nord de la Roca 92, després d’un petit collet,.està integrada en el conjunt de par",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca 95,95,1.036,398877.0,4607131.0,Aquesta agulla es troba limitant amb la cara nord de l’Ou de Colom.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca de la Maranya,96,1.084,398914.0,4607256.0,"En el límit de la paret nord i al peu de la Torta, a la qual està unida amb un collet, es troba la roca de la Maranya.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca de la Partió,61,937,398757.0,4606822.0,Està just al damunt del refugi Vicenç Barbé. És la primer roca prominent que es troba en el camí ascendent vers la Bola de la Partió i presenta un gros basament que queda al costat del camí que va a coll de Port.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca del Corpus Christi,s/n,1.013,398913.0,4607285.0,Petita roca abocada a la paret d'Agulles al indret de sota la Maranya i l'Escorpí,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca del Dumbo,84,1.030,398902.0,4607068.0,Al costat de l’Ou de Colom i per damunt de la canal Ampla hi ha la roca del Dumbo.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca veïna del Cap del Guerrer,59,965,398772.0,4606920.0,Està unida per una bretxa al Cap del Guerrer per la part nord.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Veïna de l'Escorpi,s/n,1.029,398772.0,4607271.0,Gran roca situada al sud de l'Escorpí,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Agulla del Ton,s/n,1.018,399000.0,4607285.0,Petita agulla situada adhosada a la cara nord-est de la roca Veïna de l'Escorpí.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
La Badada,s/n,985,399000.0,4607298.0,"Important agulla que, en oposició a la Boleta del Portell estret, tanca per ponent el coll del Portell estret o coll d'Agulles. Té una important paret nord que s'integra en la muralla d'Agulles.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Agulleta del serrat d'en Pujades,72,741,398789.0,4607838.0,A la vessant oest de la Pleta d'en Panxo es troba una agulla lleugerament separada de la cinglera,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca d'en Llaudó,s/n,778,398889.0,4607619.0,"Aquesta agulla està pràcticament tocant a l'Enclusa d'Agulles, hi ha un collet entre totes dues (la d'en Llaudó queda més al sud). Al Pam a Pam surt anomenada i descrita,  i s'explica que està dedicada aJosep Llaudó. És difícil de veure perquè té un cingle a la vora que fa que es confongui amb el fons. Diu en Carles Llovet Taroja que des del cim de l'Enclusa es veu directament de cara i queda clar quina agulla és.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca Veïna a la Pleta d'en Panxo,s/n,756,398725.0,4607564.0,Sota la Cadireta d’Agulles i en la vessant oest de la Pleta d’en Panxo hi ha una zona on abunden les roques despreses de les gran parets de la regió d’Agulles. Una d’aquestes roques l’he anomenat Roca Veïna de la Peta d’en Panxo. És un bloc de 27x16 metres amb una balma amb evidències d’haver estat obrada.,Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Roca Tripartita,s/n,764,398709.0,4607481.0,"Sota la Cadireta d’Agulles i en la vessant oest de la Pleta d’en Panxo hi ha una zona on abunden les roques despreses de les gran parets de la regió d’Agulles. Una d’aquestes roques l’he anomenat Roca Tripartita per les dos importants fissures que la solquen d’est a oest. Es tracta d’un bloc, quasi quadrat 18x17, situat a prop del torrent de la font del Teix. A la seva vessant sud hi ha una petita balma, sense cap evidència d’haver estat obrada.",Bola,Agulles,https://totmontserrat.cat/muntanya/agulles/seccio-iv/
Agulla de la Boleta o la Desconeguda,122,1.037,399055.0,4607245.0,Es troba sota el pedestal de la Boleta del Portell Estret.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Agulla d'en Passola,124,1.058,399097.0,4607233.0,Aquesta agulla fou dedicada a un muntanyenc pels seus amics. Está a l'est de l'Ànec tocant a la vessant nord de l'agulla Sens Nom.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Agulla d'en Tagore,s/n,1.019,399243.0,4607014.0,Roca situada per sota de la Roca de sota de la Punta d'en Campanilles al damunt del torrent del Lloro,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Agulla Sens Nom,120,1.060,399077.0,4607195.0,Es troba en la intersecció del camí de la travessa dels Frares Encantats amb Sens Nom. Està separada de l’Ànec per una ampla canal en el part nord-oest.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cap d'en Calventus,166,1.002,398985.0,4606890.0,Aquesta agulla està alineada a l’agulla 174 (Agulla d’en Charly) en direcció al camí que uneix el pas de la Portella amb el Montgròs. Està separada de la roca 178 per una canal.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Contrafort de l'Anec,s/n,1.052,399098.0,4607257.0,Agulla siutada sobre la vessant nord de l'Ànec formant part de la muralla nord de la regió dels Frares Encantats,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 102,102,1.103,399221.0,4607233.0,És una de les roques del Serrat del Centenar. Es troba a la dreta del camí de la travessa de la regió de Frares Encantats  l'esquerra del collet que va des de la Canal Ampla a la Nina per damunt de la cota 103 i al costat de la 101 o Roca de del Serrat de,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 103,103,1.101,399195.0,4607198.0,Aquesta cota és una de les roques del Serrat del Centenar. Es troba a la dreta dl camí de la trevessa dels Frares Encantats. És una roca de forma arrodonida i fa coll amb la Cota 104 o Agulla Bífida.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 104 - Agulla Bífida,104,1.101,399201.0,4607185.0,Darrera roca del Serrat del Centenar. Aquesta roca fa collet amb l'Efant Petit i per ell passa el camí de la travesa de Frares Encantats.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 107,107,1.092,399216.0,4607190.0,La cota 107 es troba al nord de la 108 entre aquesta i la cota 104 o agulla Bífida.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 108,108,1.087,399218.0,4607182.0,Aquesta roca està separada per una petita canal amb la cota 109 o Gis-Taus per on passa el camí.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 109 - Agulla Gis-Taus,109,1.088,399223.0,4607171.0,Abans d’arribar a l’Elefant petit el camí de la travessa dels Frares Encantats creua un petit serrat de tres roques. La roca que queda a l’esquerra segons el sentit de la marxa és la 109 o Gis-Taus.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 175,175,970,398985.0,4606776.0,Es troba a sota mateix de la cota 178 en direcció sud.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cota 178,177-176,1.010,399002.0,4606852.0,Situada entre la cota 175 i el Cap d'en Calventus.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Cresta Plana,177-176,958,398973.0,4606684.0,És la roca final de la petita carena que neix més amunt en l’agulla Amagada. Pel seu peu passa el camí que va des del pas de la Portella al Montgròs.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
El Caputxó d'en Semir,126,1.044,399126.0,4607214.0,Seguint el camí que va des de la canal Ampla vers la Caputxa es deixa per continuar fins el peu del Caputxó per una canal arbrada.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
El Carquinyoli,192,1.082,399206.0,4607238.0,"Petita roca penjada la paret N. del Serrat del Centenar. Cal baixar per una canal entre el Queixal i el serrat esmentat, sortint des del coll amb molta precaució i encordats; deixant dita canal i per dintre vegetació es va a buscar una canaleta que porta",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
