Name,Description
L'Escut - Miranda de la Nina,"Aquesta agulla està situada a la part sud de la Nina, lleugerament apartada del camí de la travessa de la regió dels Frares Encantats, i per la seva banda est limita amb la capçalera d’un torrent."
Punta 167,Es una petita roca veïna de la propera la roca de les Balmes i per sota de la roca 118.
Punta d'en Campanilles,"Es troba sota la roca de la Grip i de la 113, a la part sud"
Roca 113,Situada sota el Morro Pla per la seva part Sud i al costa de la Roca de la Grip.
Roca 118 - El Gallífol,Seguint la carena de roques que separa el torrent del Lloro de la capçalera del clot del Trago i sota mateixa de la roca Sota la Punta d'en Campanilles hom troba seguidament aquesta gran roca coneguda també com el Gallifol.
Roca 119 -  Miranda de l'Alba,"Des de l’Amaga surt, en direcció sud, una petita carena que acaba al damunt del camí que va des del pas de la Portella al Montgròs. Aquesta carena és paral·lela a la carenda de la Grip però, a diferència d'aquesta que està al damunt del torrent del Lloro,"
Roca 129,Es una petita agulla engatxada al Morro Pla per la seva vessant sud com un contrafort.
Roca 135,Petit turó situat al sud de la roca 155.
Roca 155,Està voltada de vegetació i posada a la mateixa carena de l’agulla de la Grip. Queda en un petit planell amb una gran frondositat d'arbres
Roca 168,"Aquesta allargassada roca , situada a continuació de la roca 135, queda damunt del mateix del camí transversal que va del pas de la Portella al Montgròs pel coll de Port. Aquest camí talla en aquest punt el serrat de la Grip que continua més cap al sud en"
Roca 169,"Curiosament separada d'aquesta carena, hom troba aquesta solitària agulla situada molt a prop del camí del pas de la Portella al Montgròs pel coll de Port a la banda que dóna al torrent del Lloro."
Roca 174 - Agulla d'en Charly,"Des de l’Amaga surt, en direcció sud, una petit serrat que acaba al damunt del camí que va des del pas de la Portella al Montgròs. La roca 174 o agulla d’en Charly es veïna a l’Amagada per la vessant sud i oest en paral•lel a la roca 119"
Roca 180,"Està a la mateixa carena de la roca de les Balmes, unida amb ellaper un collet."
Roca 181 - La Piràmide,Aquest agulla està abocada a la canal per on presenta una bona i llissa paret. Està separada per una canal de la cota 174  (Agulla d’en Charly) i queda per sota de la roca de la Caputxa.
Roca de la Grip,"Just per sota, cara sud, de la roca 109 (Gis-Taus) i a una certa distància d'ella s'inicia un serrat que s'exten direcció sud fins el camí que uneix el pas de la Portella i el Montgròs. La primera roca al nord d'aquest serrat és la Roca de la Grip. La sev"
Roca de les Balmes,"La roca de les Balmes, situada a la mateixa carena que comença a l'agulla de la Grip i la roca 118 (el Gallifol)  està per sota de la punta 167."
Roca de Nadal,És la veina de l’Escut per l'oest. Per la seva cara nord passa el camí de la travessa de Frares Encantats.
Roca del Serrat del Centenar,"Seguint pel camí de la travessa de Frares Encantats es troba a ma dreta, després de la Boleta Foradada, un petit serrat. La primera roca d’aquest serrat és la Roca del Serrat del Centenar. Aquest serrat rocós és el més alt d'aquesta secció i domina una bo"
Roca sota la Punta d'en Campanilles,És una gran massa rocosa al sud de la Punta d'en Campanilles
Agulla del Cingle,"La roca del Gendarme forma una cesta força accidentada que va a parar a la canal Ampla. Sota d'aquesta, en direcció sud hi ha l'agulla del Cingle. Aquesta agulla està totalment penjada vers els vessants nord."
Agulla de la Princesa,Roca situada a l'oest de l'agulla Gran de Pas de P´rrincep formant coll amb el Pepino.
Agulla del Rei,Roca adossada a la cara nord de l'agulla Gran de Pas de Príncep.
Agulla Facil,Aquesta roca està sobre el Ditet. El nom li ve de la seva fàcil escalada.
Agulla Gran de Pas de Príncep,És la roca que presideix el pas esmentat per transcorre el camí que uneix el pas de la Portella amb el Montgròs.
El Barret,Aquesta agulla està a continuació de la roca 182. El camí dels Frares Encantats passa per la seva vessant nord.
El Bisbe,Aquesta agulla forma part de la paret nord de Montserrat. És veïna del Lloro. Per la seva cara nord presenta una de les muralles més impressionants d'aquesta muntanya.
El Dit,Considerada durant molts anys com la roca més difícil de Montserrat pels seus 40 metres d’escalada en lliure. Es troba al costat de la canal del Lloro i el camí de la travessa dels Frares Encantats quan arriba a la seva proximitat fa un gir de 90º per dir
El Dit xic,Al costat del Dit per la part de ponent i separada d'aquesta agulla per una bretxa on passa el camí que baixa del Lloro.
El Ditet,Aquesta agulla és veïna del Dit de la qual està lleugerament separada. Baixant pel cami del Lloro aquesta agulla queda a l'esquerra un cop passat el Dit.
El Frare Gros,És l'agulla més de la regió dels Frares Encantats. Presenta una important paret per la cara nord i per la seva part sud forma una estreta bretxa amb les roques 152 (Cristobalita Superior) i 151 (Cristobalita inferior) per on passa el camí de la travessa d
el Lloro,És una de les roques més originals de la muntanya per la característica silueta que li ha donat el nom i que sobresurt de totes les veïnes pel seu desplom acusat. Té una situació privilegiada. Tot essent propera a la muralla de la paret nord de la muntany
El Nas,Agulla unida a l'Enclusa dels Frares pel seu coll superior. Segueix la mateixa carena
El Novici,És la última roca d'una cresta descendent que s'inicia en el Frare Gros. Es troba a la dreta del camí ascendent de la travessa de la regió dels Frares Encantats que s’inicia a coll de Port. Mirant la cara nord és una agulla que està l’est abocada damunt d
El Pepino,Roca situada a l'oest de l'agulla del Rei i veïna pel nord amb  l'agulla de la Princesa.
El Talp,"No és res més que un contrafort de la Monja per la cara sud. Està al mateix nivell que la Patata i el Tub, però a l’altra banda del torrent del Lloro."
El Tub de la Patata,Aquesta agulla està adossada per la vessant sud a la Patata al peu del camí que porta al Lloro.
Els Frares Encantats - El Frare Amadeu,Aquesta agulla està en la carena dels Frares Encants. La cota 150 d'en Josep Barberà és el que avui es coneix com el Frare Amadeu.
Els Frares Encantats - El Frare Cirili,"Formen una carena que es despenja vers coll de Port, seguint una roca darrera l'altra en sentit descenden. Les cotes 147,18 i 149 d'en Josep Barberà se les coneix avui com el Frare Cirili."
La Cua del Bacallà o Agulla Salvat Papasseit,"Està a la mateixa carena de l'Enclusa i el Nas, queda per sota d'aquest per la seva part sud."
la Monja,"Es troba enfront mateix de la  Miranda del Lloro i abocada als Brucs, paral·lela al Lloro a l'altra banda de la canal que origina el torrent del Lloro. Pel mig del Lloro y la Monja baixa aquesta canal que es forma en un replà que es troba en el coll que f"
La Patata,"Aquesta roca es troba tot seguit del punt on el camí de la travessa de la regió dels Frares Encantats gira 90º al costat del Dit. Seguint el camí, que ara ja transcorre per la canal o torrent del Lloro, en direcció a aquesta agulla a la dreta hi ha la Pat"
L'Agulla dels Caporals,A la part de sota de les roques de l'Enclusa i del Nas
l'Asiàtica,Es veïna del Lloro per la part est i forma amb les roques 145 (Contrafort del Frare Gros) i 194 (el Bastó del Frare) un tram important de la muralla nord fins al Frare Gros.
L'Enclusa dels Frares o el Bacallà,"És una gran roca que forma coll amb el Frare Amadeu. Aquesta roca ha estat batejada amb diferents noms tals com el Bacallà i el cim de Correcavalls; aquest últim, adaptat en el plànol de Ramon de Semir. En Josep Barberà comenta que en plànols anteriors situen a la part est del coll de Port, possiblement on hi ha l'agulla Vista."
Miranda del Lloro o L'Escolanet,Aquesta agulla es troba al costat est del Bisbe. De totes les agulles que formen la paret nord de Frares Encantats és la que es troba lleugerament més avançada que la resta.
Roca 142 - El Polze,Al peu del camí que porta al Lloro des del camí de la Portella al Montgròs i per sota la bretxa Dit - Dit Xic hi ha un replà on es troba la roca 142 que no és altra cosa que un contrafort del Dit Xic.
Roca 144 - Aina,És una de les últimes agulles de la petita carena iniciada en les Cristobalites. Està una mica per sota del camí de la travessa de la regió dels Frares Encantats i separada del Dit per una canal. Aquesta roca també se la coneix amb el nom d'Agulla Aïna.
Roca 145 - Contrafort del Frare Gros,És un contrafort del Frare Gros per la part oest.
Roca 151 - La Cristobalitat inferior,Seguint avall per la petita carena que comença en la roca 152 o Cristobalita superior es troba la roca 151 o Cristobalita inferior. El camí de la travessa dels Frares Encantats passa pel seu peu.
Roca 152 - La Cristolbalita superior,Aquesta agulla està separada del Frare Cirili per una escletxa de un coll. És la darrera agulla superior d’una carena que acaba més avall en el torrent del Lloro.
Roca 173,"Seguint pel camí de la travessa dels Frares Encantats, més avall de la Cristobalitat inferior, es troba la roca 173. Aquesta roca també forma part del petit serrat que acaba al torrent del Lloro."
Roca 182,Després la roca 182 i en direcció descendent es troba aquesta roca que és veïna del Barretet i de l'agulla Fàcil.
Roca 188,"Pujat per la canal del Lloro, poc abans d'arribar a aquesta agulla, hom veu a la dreta aquesta roca. Una mica més avall es troben les roques de la Patata i el Talp."
Roca 193,Es troba a  la part de ponent de la Monja abocada al torrent que baixa de la Nina.
Roca 194 - Bastó del Frare,És un contrafort de l'Asiàtica pel cantó sud-est.
Roca de Coll de Port,"És un turó situat a l'extrem est de la regió dels Frares Encantats per sobre del coll de Port, important cruïlla de camins. És on es troba el camí que surt del camí va de Can Maçana a Santa Cecília amb el que ve de la Portella i del refugi d'Agulles, pass"
Agulla Alfred Rodríguez Picó,Agulla situada quasi enfront de l'agulla Antoni Rosic però a la llera esquerra del torrent del Lloro molt a prop del camí del torrent del Lloro.
Agulla Antoni Rosich,Agulla en la part meridional del torrent del Lloro baixant pel camí del mateix nom a la dreta de la llera del torrent i abans de girar el camí cap a l'agulla del Xebret. Aquesta agulla està dedica a quin fou el fotògraf de les primeres escalades montserratines. La primera ascenció la feren Albert i Òscar Masó i Ramon Arabat el primer d'abril del 2000.
Agulla del Xebret,Discreta agulla situada al capdamunt del que fou l'era del Xebret. Pel seu peu passa el camí del torrent del Lloro poc abans de la seva cruïlla amb el torrent de les Grites.
el Bitllot,A la mateixa carena que des de pas de Príncep va a la Miranda del Príncep
La  Desdentegada,"És la darrera agulla de la carena que baixa des de la Miranda de les Agulles. La vessant sud d’aquesta agulla cau a plom damunt de la cinglera. La primera ascensió la feren A.Ubac, V.Soto i J.Barberà el 11 de febrer de 1973."
Miranda de l'Arcada,"Situada a la part de llevant de la roca  191  i sota d'aquesta. Presenta una forma arrodonida.. Cal baixar-hi des de la 191 per dintre d'una exuberant vegetació la qual cos fa difícil localitzar-la. Com el seu nom indica, té una magnífica vista sobre l’im"
Miranda del Príncep,Gran turó des d'on es contempla una magnífica panoràmica. La part SE presenta unes grans cingleres. És l'última roca de la carena descende de Pas de Príncep
Punta de la Desdentagada,A la part surd de la 191 hi ha una agulla amb la qual forma un collet. La primera ascensió la feren V.Soto i J. Barberà el 11 de febrer de 1973.
Roca 133,"Formen una altra carena descendent paral·lela a l'esmentada de la Miranda del Príncep, però més cap al cantó d'Agulles i, com totaes les roques d'aquesta secció, a la part de baix del camí de coll de Port a la Portella. De fet, el coll per on passa dit ca"
Roca 134,"Formen una altra carena descendent paral·lela a l'esmentada de la Miranda del Príncep, però més cap al cantó d'Agulles i, com totaes les roques d'aquesta secció, a la part de baix del camí de coll de Port a la Portella. De fet, el coll per on passa dit ca"
Roca 161,A la part Sur de l'agulla Petita o inferior de Pas de Príncep
